Status,Number,Species,Subgenus,Family,Subfamily,Life history notes,Conservation status,Reference,Plant Foraging Habits,Link to Plant Data,Habitat Details,Link to Habitat Details
Y,18,Andrena clarkella,Andrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Salix sp @ CUIC_ENT (3)
Salix @ AMNH_BEE (10)",https://www.discoverlife.org/20/q?search=Andrena+clarkella,,
Y,19,Andrena commoda,Melandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Viburnum dentatum @ UCMS_ENT (11)
Viburnum lentago @ AMNH_BEE (1)
Rhus glabra @ AMNH_BEE (1)
Angelica lucida @ UCMS_ENT (3)
Lomatium dissectum @ BBSL (6)
Pastinaca sativa @ AMNH_BEE (3)
Sanicula marilandica @ AMNH_BEE (1)
Zizia aurea @ AMNH_BEE (15); CUIC_ENT (1)
Achillea millefolium @ UCMS_ENT (1)
Helianthus annuus @ CUIC_ENT (2)
Leucanthemum vulgare @ UCMS_ENT (4)
Solidago sempervirens @ UCMS_ENT (1)
Solidago @ AMNH_BEE (2)
Barbarea vulgaris @ CUIC_ENT (1)
Brassica nigra @ BBSL (1)
Brassica rapa @ UCMS_ENT (1)
Euphorbiaceae  	Euphorbia sp @ BBSL (1)
Lathyrus japonicus @ UCMS_ENT (2)
Medicago sativa @ CUIC_ENT (1)
Melilotus officinalis @ CUIC_ENT (5); AMNH_BEE (6)
Robinia hispida @ CUIC_ENT (3)
Salix sp @ BBSL (5)
Ranunculus acris @ UCMS_ENT (1)
Ranunculus @ AMNH_BEE (2)
Ceanothus americanus @ CUIC_ENT (1)
Crataegus occidentalis @ UCRC_ENT (1)
Crataegus sp @ BBSL (1)
Fragaria sp @ BBSL (2)
Malus pumila @ BBSL (1)
Physocarpus opulifolius @ CUIC_ENT (1)
Potentilla recta @ CUIC_ENT (2)
Prunus americana @ BBSL (1)
Prunus sp @ BBSL (1)
Prunus virginiana @ BBSL (7)
Rosa rugosa @ UCMS_ENT (4)
Rosa sp @ CUIC_ENT (4); BBSL (1)
Rosa @ CUIC_ENT (1)
Rubus allegheniensis @ CUIC_ENT (2)
Rubus sp @ UCMS_ENT (10); CUIC_ENT (21)
Rubus @ UCMS_ENT (1)
Spiraea prunifolia @ BBSL (1)
Salix exigua @ BBSL (3)
Salix @ AMNH_BEE (1)
Tamarix gallica @ AMNH_BEE (1)
Tamarix @ AMNH_BEE (13)
apple @ NLA (1)
blueberry @ NLA (1)
caneberry @ NLA (7)",https://www.discoverlife.org/20/q?search=Andrena+commoda,,
Y,20,Andrena confederata,Melandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Crataegus sp @ BBSL (1)
Crataegus @ UCRC_ENT (2)
Prunus sp @ BBSL (1)
Pyracantha sp @ BBSL (1)
Rubus argutus @ UCRC_ENT (1)
Rubus @ AMNH_BEE (1); UCRC_ENT (3)
apple @ NLA (1)",https://www.discoverlife.org/20/q?search=Andrena+confederata,,
Y,21,Andrena cornelli,Andrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Azalea @ AMNH_BEE (5)
Rhododendron calendulaceum @ CUIC_ENT (4)
Rhododendron maximum @ BBSL (3)
Rhododendron viscosum @ AMNH_BEE (4)
Rhododendron @ I_JSA (2)
apple @ NLA (1)",https://www.discoverlife.org/20/q?search=Andrena+cornelli,,
Y,22,Andrena crataegi,Plastandrena,Andrenidae,Andreninae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Sambucus @ UCRC_ENT (1)
Viburnum dentatum @ UCMS_ENT (2)
Viburnum opulus @ UCRC_ENT (2)
Viburnum @ CUIC_ENT (6)
Rhus copallinum @ UCMS_ENT (2)
Rhus glabra @ UCRC_ENT (2); AMNH_BEE (1)
Rhus typhina @ CUIC_ENT (5)
Aegopodium podagraria @ CUIC_ENT (3)
Cicuta maculata @ CUIC_ENT (2)
Conium maculatum @ BBSL (1)
Daucus carota @ BBSL (2)
Foeniculum vulgare @ BBSL (3)
Heracleum lanatum @ AMNH_BEE (2)
Lomatium dissectum @ BBSL (2)
Lomatium triternatum @ BBSL (2)
Pastinaca sativa @ CUIC_ENT (27)
Ilex verticillata @ UCMS_ENT (2)
Balsamorhiza sagittata @ BBSL (1)
Cirsium arvense @ UCMS_ENT (2)
Erigeron @ CUIC_ENT (1)
Hieracium @ CUIC_ENT (3)
Leucanthemum vulgare @ UCMS_ENT (1); CUIC_ENT (3)
Solidago @ CUIC_ENT (1)
Taraxacum campylodes @ UCMS_ENT (2); CUIC_ENT (25)
Hackelia patens @ BBSL (6)
Alliaria @ AMNH_BEE (2)
Barbarea vulgaris @ CUIC_ENT (313)
Brassica rapa @ UCMS_ENT (2)
Brassica @ CUIC_ENT (169)
Moricandia arvensis @ CUIC_ENT (6)
Lonicera sp @ UCMS_ENT (3)
Cornus stolonifera @ CUIC_ENT (3)
Cornus @ AMNH_BEE (2); CUIC_ENT (1)
Lyonia ligustrina @ UCMS_ENT (1)
Vaccinium @ AMNH_BEE (1); CUIC_ENT (12)
Euphorbia esula @ UCMS_ENT (2)
Lotus corniculatus @ CUIC_ENT (5)
Medicago sativa @ BBSL (2); CUIC_ENT (2)
Melilotus albus @ UCRC_ENT (1)
Melilotus officinalis @ CUIC_ENT (152)
Robinia hispida @ CUIC_ENT (19)
Trifolium pratense @ CUIC_ENT (1)
Deutzia gracilis @ UCRC_ENT (3)
Phacelia linearis @ BBSL (2)
Iris @ UCRC_ENT (1)
Salix sp @ BBSL (11)
Delphinium nelsonii @ BBSL (1)
Ceanothus americanus @ NDB (6); CUIC_ENT (11); AMNH_BEE (24)
Ceanothus fendleri @ UCRC_ENT (1)
Amelanchier arborea @ CUIC_ENT (50)
Amelanchier canadensis @ UCRC_ENT (1)
Amelanchier @ UCRC_ENT (1); CUIC_ENT (1)
Crataegus coccinea @ UCRC_ENT (1)
Crataegus punctata @ CUIC_ENT (5)
Crataegus @ AMNH_BEE (5)
Fragaria sp @ BBSL (2)
Holodiscus sp @ BBSL (2)
Malus pumila @ BBSL (1)
Malus sp @ UCMS_ENT (1)
Malus @ CUIC_ENT (1); AMNH_BEE (2)
Photinia melanocarpa @ UCMS_ENT (8); CUIC_ENT (1)
Photinia pyrifolia @ UCMS_ENT (1)
Physocarpus opulifolius @ CUIC_ENT (589)
Potentilla tridentata @ CUIC_ENT (2)
Prunus cerasus @ CUIC_ENT (2)
Prunus demissa @ AMNH_BEE (3)
Prunus serotina @ UCMS_ENT (3)
Prunus sp @ UCMS_ENT (6); BBSL (11)
Prunus virginiana @ AMNH_BEE (11); UCRC_ENT (3); BBSL (99)
Prunus @ AMNH_BEE (30); CUIC_ENT (99); UCRC_ENT (3)
Pyracantha yunnanensis @ UCRC_ENT (1)
Pyracantha @ CUIC_ENT (42)
Pyrus sp @ UCMS_ENT (2)
Rosa carolina @ CUIC_ENT (14)
Rosa multiflora @ UCMS_ENT (2); AMNH_BEE (1); CUIC_ENT (32)
Rosa rugosa @ UCMS_ENT (2)
Rosa sp @ UCMS_ENT (8)
Rosa @ AMNH_BEE (1); CUIC_ENT (69); UCRC_ENT (4)
Rubus allegheniensis @ CUIC_ENT (5)
Rubus argutus @ UCRC_ENT (4)
Rubus occidentalis @ CUIC_ENT (9)
Rubus @ UCRC_ENT (2); I_JSA (2); CUIC_ENT (126)
Sorbaria sorbifolia @ CUIC_ENT (119)
Spiraea aruncus @ AMNH_BEE (2)
Spiraea japonica @ UCMS_ENT (12)
Spiraea latifolia @ CUIC_ENT (2)
Spiraea vanhouttei @ CUIC_ENT (21)
Spiraea @ UCMS_ENT (11); UCRC_ENT (2); CUIC_ENT (62)
Galium mollugo @ CUIC_ENT (1)
Salix exigua @ UCRC_ENT (1); BBSL (2)
Salix interior @ RMBL_ENT (1)
Salix @ AMNH_BEE (3); CUIC_ENT (2)
Astilbe @ UCRC_ENT (1)
Asteraceae sp @ BBSL (1)
Brassicaceae sp @ BBSL (3)
apple @ NLA (17)
blueberry @ NLA (15)
caneberry @ NLA (2)
cucurbit @ NLA (3)",https://www.discoverlife.org/20/q?search=Andrena+crataegi,,
Y,23,Andrena cressonii,Holandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Viburnum prunifolium @ UCRC_ENT (1)
Conium maculatum @ BBSL (2)
Heracleum @ AMNH_BEE (2)
Lomatium dissectum @ BBSL (7)
Polytaenia nuttallii @ AMNH_BEE (2)
Zizia aurea @ AMNH_BEE (1)
Ilex opaca @ AMNH_BEE (1)
Achillea sp @ BBSL (2)
Antennaria parvifolia @ UCRC_ENT (1)
Hieracium aurantiacum @ CUIC_ENT (2)
Senecio pauperculus @ AMNH_BEE (1)
Taraxacum campylodes @ CUIC_ENT (10)
Taraxacum @ AMNH_BEE (2)
Hackelia patens @ BBSL (2)
Alliaria petiolata @ AMNH_BEE (1)
Barbarea vulgaris @ UCMS_ENT (1); CUIC_ENT (21)
Brassica nigra @ BBSL (2)
Brassica rapa @ UCMS_ENT (2); UCRC_ENT (8)
Brassica sp @ BBSL (1); CUIC_ENT (1)
Erysimum asperum @ AMNH_BEE (1)
Erysimum capitatum @ AMNH_BEE (1)
Lepidium sp @ BBSL (5)
Lepidium vulgare @ AMNH_BEE (2)
Buxus sp @ CUIC_ENT (1)
Lonicera sp @ BBSL (1)
Cornus stolonifera @ CUIC_ENT (2) Arctostaphylos patula @ BBSL (1)
Vaccinium sp @ CUIC_ENT (3)
Vaccinium stamineum @ CUIC_ENT (1)
Vaccinium @ AMNH_BEE (1)
Amorpha fruticosa @ AMNH_BEE (2)
Amorpha @ AMNH_BEE (1)
Astragalus @ AMNH_BEE (2)
Quercus sp @ BBSL (1)
Quercus @ AMNH_BEE (1)
Geranium maculatum @ CUIC_ENT (1)
 Grossularia @ AMNH_BEE (3)
Ribes sp @ BBSL (2)
Ribes @ AMNH_BEE (3)
Phacelia sp @ BBSL (1)
Magnolia sp @ CUIC_ENT (1)
Claytonia @ UCRC_ENT (1)
Veronica @ AMNH_BEE (1)
Salix sp @ BBSL (34)
Anemone parviflora @ UCMS_ENT (1)
Delphinium nelsonii @ BBSL (1)
Pulsatilla patens @ UCRC_ENT (1); AMNH_BEE (5)
Pulsatilla @ UCRC_ENT (1)
Ranunculus bulbosus @ CUIC_ENT (2)
Ranunculus californicus @ UCRC_ENT (1)
Ranunculus fasciculatus @ UCRC_ENT (1)
Ranunculus sp @ BBSL (13)
Ranunculus @ AMNH_BEE (1)
Ceanothus americanus @ AMNH_BEE (4); UCRC_ENT (6)
Ceanothus herbaceus @ AMNH_BEE (1)
Ceanothus @ AMNH_BEE (12)
Amelanchier arborea @ CUIC_ENT (10)
Crataegus occidentalis @ UCRC_ENT (1)
Crataegus punctata @ CUIC_ENT (1)
Crataegus @ AMNH_BEE (1)
Fragaria sp @ BBSL (3); CUIC_ENT (1)
Malus domestica @ UCRC_ENT (1)
Malus pumila @ BBSL (16)
Malus @ UCRC_ENT (2); AMNH_BEE (4)
Physocarpus opulifolius @ CUIC_ENT (1)
Potentilla simplex @ CUIC_ENT (1)
Prunus avium @ BBSL (1)
Prunus demissa @ AMNH_BEE (8)
Prunus sp @ CUIC_ENT (4); BBSL (10)
Prunus virginiana @ BBSL (5); AMNH_BEE (6)
Prunus @ UCRC_ENT (1); CUIC_ENT (2); AMNH_BEE (1)
Pyracantha @ CUIC_ENT (1)
Pyrus communis @ BBSL (2)
Rosa sp @ CUIC_ENT (2)
Rubus argutus @ UCRC_ENT (4)
Rubus parviflorus @ AMNH_BEE (2)
Rubus sp @ CUIC_ENT (31)
Rubus @ CUIC_ENT (15); AMNH_BEE (1)
Sorbaria sorbifolia @ CUIC_ENT (1)
Spiraea sp @ CUIC_ENT (1)
Spiraea thunbergii @ BBSL (1)
Spiraea vanhouttei @ CUIC_ENT (1)
Spiraea @ UCRC_ENT (1); UCMS_ENT (1) Salix gooddingii @ UCRC_ENT (5)
Salix humilis @ CUIC_ENT (2); AMNH_BEE (1)
Salix lasiolepis @ UCRC_ENT (4)
Salix nigra @ UCRC_ENT (4)
Salix sp @ CUIC_ENT (17)
Salix @ CUIC_ENT (5); UCRC_ENT (2); AMNH_BEE (6)
Smilax @ UCRC_ENT (4); AMNH_BEE (1)
Fremontodendron californicum @ UCRC_ENT (1)
Tamarix gallica @ BBSL (1)
Tamarix sp @ BBSL (1)
Tamarix @ AMNH_BEE (3)
Apiaceae sp_( @ BBSL (1)
blueberry @ NLA (2)",https://www.discoverlife.org/20/q?search=Andrena+cressonii,,
Y,24,Andrena distans,Ptilandrena,Andrenidae,Andreninae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Geranium maculatum @ UCRC_ENT (8); CUIC_ENT (2); AMNH_BEE (4); UCMS_ENT (1); BBSL (1); I_JSA (1)
Geranium sp @ CUIC_ENT (2); BBSL (1)
Claytonia virginica @ UCRC_ENT (1)",https://www.discoverlife.org/20/q?search=Andrena+distans,,
Y,25,Andrena dunningi,Melandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Heracleum maximum @ UCMS_ENT (1)
Scilla @ CUIC_ENT (1)
Taraxacum campylodes @ AMNH_BEE (2); CUIC_ENT (3)
Taraxacum officinale @ AMNH_BEE (1)
Hydrophyllum virginianum @ AMNH_BEE (1)
Barbarea vulgaris @ CUIC_ENT (7)
Brassica rapa @ UCMS_ENT (1)
Cardamine concatenata @ CUIC_ENT (1)
Cornus mas @ CUIC_ENT (9)
Rhododendron @ AMNH_BEE (1)

Vaccinium @ CUIC_ENT (3)
Fabaceae          Cercis canadensis @ CUIC_ENT (1)
Liliaceae          Uvularia grandiflora @ AMNH_BEE (1)
Papaveraceae          Sanguinaria canadensis @ AMNH_BEE (9)
Ranunculaceae          Ranunculus ficaria @ AMNH_BEE (1); CUIC_ENT (1)
Rosaceae          Amelanchier arborea @ CUIC_ENT (8)

Crataegus punctata @ CUIC_ENT (1)

Malus @ CUIC_ENT (9)

Physocarpus opulifolius @ CUIC_ENT (1)

Prunus americana @ AMNH_BEE (1)

Prunus angustifolia @ CUIC_ENT (1)

Prunus @ CUIC_ENT (1); AMNH_BEE (1)
Salicaceae          Salix @ UCRC_ENT (4); CUIC_ENT (31); AMNH_BEE (26)
Unplaced          Fothergillea @ CUIC_ENT (2)

Scina @ CUIC_ENT (3)
_          Rosaceae @ I_JSA (1)

apple @ NLA (6)

blueberry @ NLA (2)",https://www.discoverlife.org/20/q?search=Andrena+dunningi#Hosts,,
Y,26,Andrena erigeniae,Ptilandrena,Andrenidae,Andreninae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Claytonia virginica @ CUIC_ENT (1)
Claytonia @ AMNH_BEE (3); CUIC_ENT (1); UCRC_ENT (3)
Claytonia virginica @ I_JSA (2)
Claytonia @ I_HHGA (1)
apple @ NLA (5)
blueberry @ NLA (13)",https://www.discoverlife.org/20/q?search=Andrena+erigeniae,,
Y,27,Andrena erythrogaster,Tylandrena,Andrenidae,Andreninae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Viburnum lentago @ AMNH_BEE (2)
Zizia aurea @ AMNH_BEE (3)
Taraxacum officinale @ AMNH_BEE (2)
Barbarea vulgaris @ CUIC_ENT (1)
Brassica rapa @ UCMS_ENT (1)
Anemone canadensis @ AMNH_BEE (2)
Prunus americanus @ I_ADG (1)
Prunus angustifolia @ AMNH_BEE (1)
Prunus sp @ BBSL (1)
Salix exigua @ UCRC_ENT (1)
Salix sp @ CUIC_ENT (15)
Salix @ AMNH_BEE (39); UCRC_ENT (2)
Tamarix gallica @ BBSL (1)",https://www.discoverlife.org/20/q?search=Andrena+erythrogaster,,
Y,28,Andrena erythronii,Leucandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Taraxacum campylodes @ CUIC_ENT (2)
Tussilago farfara @ CUIC_ENT (3)
Barbarea vulgaris @ CUIC_ENT (1)
Erythronium americanum @ CUIC_ENT (17)
Trillium grandiflorum @ CUIC_ENT (1)
Spiraea sp @ CUIC_ENT (2)
Salix sp @ CUIC_ENT (8)
Salix @ UCRC_ENT (1); CUIC_ENT (2)",https://www.discoverlife.org/20/q?search=Andrena+erythronii#Hosts,,
Y,29,Andrena forbesii,Trachandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Viburnum dentatum @ UCMS_ENT (18)
Viburnum lentago @ AMNH_BEE (1)
Viburnum opulus @ UCRC_ENT (7)
Viburnum prunifolium @ UCRC_ENT (2)
Angelica lucida @ UCMS_ENT (8)
Daucus carota @ UCMS_ENT (1)
Lomatium sp @ BBSL (2)
Zizia aurea @ AMNH_BEE (4)
Zizia @ UCRC_ENT (1)
Hieracium @ CUIC_ENT (1)
Leucanthemum vulgare @ UCMS_ENT (4)
Taraxacum campylodes @ CUIC_ENT (12)
Berberis @ AMNH_BEE (1)
 Alliaria petiolata @ AMNH_BEE (1)
Barbarea vulgaris @ UCMS_ENT (1); CUIC_ENT (56); UCRC_ENT (1)
Brassica rapa @ UCMS_ENT (1)
Cardamine concatenata @ CUIC_ENT (1)
Buxus @ CUIC_ENT (3)
Cornus florida @ UCRC_ENT (1)
Cornus mas @ CUIC_ENT (66)
Rhododendron mucronulatum @ CUIC_ENT (1)
Vaccinium corymbosum @ UCMS_ENT (2)
Vaccinium @ UCMS_ENT (7)
Lathyrus japonicus @ UCMS_ENT (1)
Melilotus officinalis @ CUIC_ENT (1); UCMS_ENT (2)
Magnolia @ CUIC_ENT (1)
Claytonia caroliniana @ CUIC_ENT (1)
Claytonia virginica @ AMNH_BEE (1)
Ligustrum vulgare @ UCMS_ENT (1)
Salix sp @ BBSL (4)
Ranunculus bulbosus @ UCMS_ENT (1)
Amelanchier arborea @ CUIC_ENT (15)
Crataegus punctata @ CUIC_ENT (2)
Fragaria @ CUIC_ENT (1)
Malus domestica @ AMNH_BEE (2)
Malus malus @ UCMS_ENT (1)
Malus pumila @ CUIC_ENT (1); UCMS_ENT (3); BBSL (8)
Malus @ UCRC_ENT (2); CUIC_ENT (1); AMNH_BEE (3); UCMS_ENT (7)
Photinia melanocarpa @ UCMS_ENT (4)
Photinia pyrifolia @ UCMS_ENT (1)
Physocarpus opulifolius @ CUIC_ENT (9)
Prunus americana @ AMNH_BEE (9)
Prunus cerasus @ CUIC_ENT (4)
Prunus demissa @ AMNH_BEE (1)
Prunus pensylvanica @ UCMS_ENT (1)
Prunus persica @ UCRC_ENT (2)
Prunus serotina @ UCMS_ENT (4)
Prunus sp @ BBSL (5)
Prunus virginiana @ BBSL (8)
Prunus @ CUIC_ENT (5); UCRC_ENT (1); UCMS_ENT (7); AMNH_BEE (13)
Pyracantha @ CUIC_ENT (3)
Pyrus @ UCMS_ENT (1)
Rosa rugosa @ UCMS_ENT (2)
Rosa @ AMNH_BEE (1); CUIC_ENT (4)
Rubus allegheniensis @ CUIC_ENT (1)
Rubus argutus @ UCRC_ENT (2)
Rubus laciniatus @ UCMS_ENT (1)
Rubus sp @ UCMS_ENT (2)
Rubus @ UCRC_ENT (1); CUIC_ENT (11); UCMS_ENT (19)
Spiraea latifolia @ CUIC_ENT (1)
Spiraea @ CUIC_ENT (4)
Salix babylonica @ CUIC_ENT (3)
Salix humilis @ CUIC_ENT (1)
Salix nigra @ UCRC_ENT (3)
Salix sp @ CUIC_ENT (1)
Salix @ UCRC_ENT (2); CUIC_ENT (177); AMNH_BEE (20)
Acer rubrum @ CUIC_ENT (1)
Astilbe @ UCRC_ENT (4)
Tamarix gallica @ BBSL (1)
apple @ NLA (7)
blueberry @ NLA (3)",https://www.discoverlife.org/20/q?search=Andrena+forbesii,,
Y,30,Andrena fragilis,Gonandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Rhus glabra @ UCMS_ENT (1)
Heracleum maximum @ AMNH_BEE (6)
Osmorhiza longistylis @ AMNH_BEE (1)
Apocynum @ UCRC_ENT (1)
Erigeron philadelphicus @ UCRC_ENT (1)
Cornus amomum @ UCRC_ENT (5)
Cornus asperifolia @ AMNH_BEE (1)
Cornus sp @ CUIC_ENT (8)
Cornus @ UCRC_ENT (20); AMNH_BEE (17); UCMS_ENT (3)
Vaccinium sp @ CUIC_ENT (2)
Deutzia @ UCRC_ENT (1)
Aruncus aruncus @ AMNH_BEE (1); CUIC_ENT (2)
Physocarpus opulifolius @ CUIC_ENT (1)
Salix @ AMNH_BEE (1)
cucurbit @ NLA (1)",https://www.discoverlife.org/20/q?search=Andrena+fragilis,,
Y,31,Andrena frigida,Andrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Heracleum lanatum @ BBSL (1)
Lomatium sp @ BBSL (4)
Ribes sp @ BBSL (4)
Polycitoridae  	Salix sp @ BBSL (74)
Ranunculus testiculatus @ BBSL (1)
Malus pumila @ BBSL (1)
Malus @ AMNH_BEE (1)
Salix bebbiana @ UCRC_ENT (3)
Salix brachycarpa @ UCRC_ENT (2)
Salix discolor @ CUIC_ENT (1)
Salix humilis @ AMNH_BEE (2); CUIC_ENT (2)
Salix laevigata @ UCRC_ENT (2)
Salix lasiolepis @ UCRC_ENT (109)
Salix sp @ CUIC_ENT (4)
Salix @ AMNH_BEE (71); UCRC_ENT (18); CUIC_ENT (37)
Acer rubrum @ CUIC_ENT (2)",https://www.discoverlife.org/20/q?search=Andrena+frigida,,
Y,32,Andrena fulvipennis,Callandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Aster @ AMNH_BEE (1)
Chrysopsis mariana @ AMNH_BEE (2)
Chrysopsis nervosa @ AMNH_BEE (1)
Heterotheca latifolia @ UCRC_ENT (2)
Heterotheca subaxillaris @ CUIC_ENT (1); I_JSA (1)
",https://www.discoverlife.org/20/q?search=Andrena+fulvipennis,,
Y,33,Andrena geranii,Euandrena,Andrenidae,Andreninae,"ground nesting, solitary",declining in Northeast,Bartomeus et al. 2013,"Zizia aurea @ AMNH_BEE (1)
Hydrophyllum fendleri @ AMNH_BEE (5)
Hydrophyllum sp @ CUIC_ENT (1)
Hydrophyllum virginianum @ CUIC_ENT (7); AMNH_BEE (10); UCRC_ENT (1)
Hydrophyllum @ UCRC_ENT (2)
Campanula rotundifolia @ UCRC_ENT (2); AMNH_BEE (3)
Geranium maculatum @ CUIC_ENT (1)
Anemone canadensis @ AMNH_BEE (1)
Rosa @ AMNH_BEE (1)
Rubus sp @ CUIC_ENT (1)
Rubus strigosus @ AMNH_BEE (1)
Viola pubescens @ AMNH_BEE (3); CUIC_ENT (1)
Viola scabriuscula @ UCRC_ENT (1)
Viola sp @ CUIC_ENT (1)",https://www.discoverlife.org/20/q?search=Andrena+geranii,,
Y,34,Andrena helianthi,Callandrena (sensu lato),Andrenidae,Andreninae,"ground nesting, solitary",,,"Chrysothamnus sp @ BBSL (3)
Chrysothamnus viscidiflorus @ BBSL (1)
Grindelia squarrosa @ AMNH_BEE (1)
Helianthus annuus @ BBSL (25); UCMS_ENT (1); UCRC_ENT (1); AMNH_BEE (41)
Helianthus anomalus @ BBSL (16)
Helianthus decapetalus @ CUIC_ENT (2)
Helianthus maximiliani @ CUIC_ENT (2); AMNH_BEE (14)
Helianthus petiolaris @ AMNH_BEE (6); UCRC_ENT (6); I_ADG (1)
Helianthus sp @ CUIC_ENT (1); BBSL (14)
Helianthus tuberosus @ AMNH_BEE (2)
Helianthus @ AMNH_BEE (5)
Solidago canadensis @ AMNH_BEE (1)
Solidago @ AMNH_BEE (1)
Sonchus arvensis @ CUIC_ENT (1)
Cleomella sp @ BBSL (1)
Medicago sativa @ BBSL (1)
Eriogonum sp @ BBSL (1)",https://www.discoverlife.org/20/q?search=Andrena+helianthi ,,
Y,35,Andrena heraclei,Trachandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Lesquerella filiformis @ AMNH_BEE (1)
Medicago sativa @ BBSL__BBSLID (1)
Rubus @ UCRC_ENT (6)
Salix atrocinerea @ AMNH_BEE (1)
Salix @ AMNH_BEE (2)
apple @ NLA (1)",https://www.discoverlife.org/20/q?search=Andrena+heraclei,,
Y,36,Andrena hilaris,Melandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Hypoxis hirsuta @ UCRC_ENT (1)
Ilex opaca @ AMNH_BEE (1)
Barbarea vulgaris @ UCRC_ENT (1)
Vaccinium @ AMNH_BEE (3); UCRC_ENT (1)
Prunus sp @ BBSL (12)
Rubus argutus @ UCRC_ENT (1)
Spiraea thunbergii @ BBSL (3)
Salix humilis @ AMNH_BEE (1)",https://www.discoverlife.org/20/q?search=Andrena+hilaris,,
Y,37,Andrena hippotes,Trachandrena,Andrenidae,Andreninae,"ground nesting, solitary",,,"Viburnum opulus @ UCRC_ENT (7)
Lomatium sp @ BBSL (1)
Lomatium triternatum @ BBSL (1)
Pastinaca sativa @ CUIC_ENT (4)
Zizia aurea @ AMNH_BEE (7); UCRC_ENT (1)
Hieracium aurantiacum @ CUIC_ENT (1)
Taraxacum aurea @ AMNH_BEE (1)
Taraxacum campylodes @ CUIC_ENT (14)
Taraxacum officinale @ AMNH_BEE (2); BBSL (1)
Taraxacum @ AMNH_BEE (1)
Alliaria petiolata @ I_JSA (1); AMNH_BEE (3)
Barbarea vulgaris @ CUIC_ENT (143)
Barbarea @ CUIC_ENT (1)
Brassica rapa @ UCMS_ENT (9); AMNH_BEE (1)
Brassica sp @ BBSL (1)
Cardamine concatenata @ CUIC_ENT (1)
Thlaspi arvense @ AMNH_BEE (1)
Buxus microphylla @ CUIC_ENT (2)
Lonicera sp @ UCMS_ENT (1)
Cornus mas @ CUIC_ENT (5)
Nyssa sylvatica @ UCRC_ENT (1)
Shepherdia argentea @ AMNH_BEE (1)
Rhododendron mucronulatum @ CUIC_ENT (3)
Vaccinium @ CUIC_ENT (3)
Robinia hispida @ CUIC_ENT (2)
Ribes aureum @ AMNH_BEE (1)
Ribes sp @ BBSL (3)
Erythronium @ AMNH_BEE (1)
Syringa vulgaris @ AMNH_BEE (4)
Polycitoridae Salix sp @ BBSL (16)
Amelanchier arborea @ CUIC_ENT (8)
Amelanchier sp @ BBSL (1)
Amelanchier @ CUIC_ENT (3)
Crataegus @ AMNH_BEE (1)
Fragaria @ I_JSA (3)
Malus pumila @ UCMS_ENT (2); BBSL (13)
Malus @ CUIC_ENT (1); AMNH_BEE (2)
Photinia melanocarpa @ UCMS_ENT (3)
Physocarpus opulifolius @ CUIC_ENT (20)
Potentilla anserina @ CUIC_ENT (1)
Prunus americana @ AMNH_BEE (1)
Prunus avium @ BBSL (1)
Prunus cerasus @ CUIC_ENT (2)
Prunus demissa @ AMNH_BEE (4)
Prunus sp @ BBSL (5); UCMS_ENT (1)
Prunus virginiana @ BBSL (2); AMNH_BEE (3)
Prunus @ UCRC_ENT (1); CUIC_ENT (5)
Pyracantha sp @ CUIC_ENT (2)
Pyracantha yunnanensis @ UCRC_ENT (1)
Pyracantha @ CUIC_ENT (10)
Pyrus communis @ BBSL (3)
Rosa carolina @ CUIC_ENT (4)
Rosa @ CUIC_ENT (11); UCRC_ENT (4); I_JSA (1)
Rubus @ UCRC_ENT (1); CUIC_ENT (16)
Spiraea vanhouttei @ CUIC_ENT (1)
Salix babylonica @ CUIC_ENT (2)
Salix bebbiana @ UCRC_ENT (1)
Salix exigua @ BBSL (2)
Salix nigra @ UCRC_ENT (1)
Salix sp @ CUIC_ENT (3)
Salix @ UCRC_ENT (4); CUIC_ENT (113); AMNH_BEE (49)
caneberry @ NLA (1)",https://www.discoverlife.org/20/q?search=Andrena+hippotes,,
